No,Branch_Code,Original_Name,Name,Name2,Generation,Type1,Type2,Ability1,Ability2,Ability_Hidden,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,image_url
107,107_0,Hitmonchan,Hitmonchan,,1,Fighting,,Keen Eye,Iron Fist,Inner Focus,Ordinary,,,50,105,79,35,110,76,455,https://img.pokemondb.net/artwork/large/hitmonchan.jpg
108,108_0,Lickitung,Lickitung,,1,Normal,,Own Tempo,Oblivious,Cloud Nine,Ordinary,,,90,55,75,60,75,30,385,https://img.pokemondb.net/artwork/large/lickitung.jpg
109,109_0,Koffing,Koffing,,1,Poison,,Levitate,Neutralizing Gas,Stench,Ordinary,,,40,65,95,60,45,35,340,https://img.pokemondb.net/artwork/large/koffing.jpg
110,110_0,Weezing,Weezing,,1,Poison,,Levitate,Neutralizing Gas,Stench,Ordinary,,,65,90,120,85,70,60,490,https://img.pokemondb.net/artwork/large/weezing.jpg
110,110_1,Weezing,Galarian Weezing,,8,Poison,Fairy,Levitate,Neutralizing Gas,Misty Surge,Ordinary,,Galarian,65,90,120,85,70,60,490,https://img.pokemondb.net/artwork/large/galarian-weezing.jpg
111,111_0,Rhyhorn,Rhyhorn,,1,Ground,Rock,Lightning Rod,Rock Head,Reckless,Ordinary,,,80,85,95,30,30,25,345,https://img.pokemondb.net/artwork/large/rhyhorn.jpg
112,112_0,Rhydon,Rhydon,,1,Ground,Rock,Lightning Rod,Rock Head,Reckless,Ordinary,,,105,130,120,45,45,40,485,https://img.pokemondb.net/artwork/large/rhydon.jpg
113,113_0,Chansey,Chansey,,1,Normal,,Natural Cure,Serene Grace,Healer,Ordinary,,,250,5,5,35,105,50,450,https://img.pokemondb.net/artwork/large/chansey.jpg
114,114_0,Tangela,Tangela,,1,Grass,,Chlorophyll,Leaf Guard,Regenerator,Ordinary,,,65,55,115,100,40,60,435,https://img.pokemondb.net/artwork/large/tangela.jpg
115,115_0,Kangaskhan,Kangaskhan,,1,Normal,,Early Bird,Scrappy,Inner Focus,Ordinary,,,105,95,80,40,80,90,490,https://img.pokemondb.net/artwork/large/kangaskhan.jpg
115,115_1,Kangaskhan,Mega Kangaskhan,Kangaskhan-Mega,1,Normal,,Parental Bond,,,Ordinary,Mega,,105,125,100,60,100,100,590,https://img.pokemondb.net/artwork/large/mega-kangaskhan.jpg
116,116_0,Horsea,Horsea,,1,Water,,Swift Swim,Sniper,Damp,Ordinary,,,30,40,70,70,25,60,295,https://img.pokemondb.net/artwork/large/horsea.jpg
117,117_0,Seadra,Seadra,,1,Water,,Poison Point,Sniper,Damp,Ordinary,,,55,65,95,95,45,85,440,https://img.pokemondb.net/artwork/large/seadra.jpg
118,118_0,Goldeen,Goldeen,,1,Water,,Swift Swim,Water Veil,Lightning Rod,Ordinary,,,45,67,60,35,50,63,320,https://img.pokemondb.net/artwork/large/goldeen.jpg
119,119_0,Seaking,Seaking,,1,Water,,Swift Swim,Water Veil,Lightning Rod,Ordinary,,,80,92,65,65,80,68,450,https://img.pokemondb.net/artwork/large/seaking.jpg
120,120_0,Staryu,Staryu,,1,Water,,Illuminate,Natural Cure,Analytic,Ordinary,,,30,45,55,70,55,85,340,https://img.pokemondb.net/artwork/large/staryu.jpg
121,121_0,Starmie,Starmie,,1,Water,Psychic,Illuminate,Natural Cure,Analytic,Ordinary,,,60,75,85,100,85,115,520,https://img.pokemondb.net/artwork/large/starmie.jpg
122,122_0,Mr. Mime,Mr. Mime,,1,Psychic,Fairy,Soundproof,Filter,Technician,Ordinary,,,40,45,65,100,120,90,460,https://img.pokemondb.net/artwork/large/mr-mime.jpg
122,122_1,Mr. Mime,Galarian Mr. Mime,,8,Ice,Psychic,Vital Spirit,Screen Cleaner,Ice Body,Ordinary,,Galarian,50,65,65,90,90,100,460,https://img.pokemondb.net/artwork/large/galarian-mr-mime.jpg
123,123_0,Scyther,Scyther,,1,Bug,Flying,Swarm,Technician,Steadfast,Ordinary,,,70,110,80,55,80,105,500,https://img.pokemondb.net/artwork/large/scyther.jpg
124,124_0,Jynx,Jynx,,1,Ice,Psychic,Oblivious,Forewarn,Dry Skin,Ordinary,,,65,50,35,115,95,95,455,https://img.pokemondb.net/artwork/large/jynx.jpg
125,125_0,Electabuzz,Electabuzz,,1,Electric,,Static,,Vital Spirit,Ordinary,,,65,83,57,95,85,105,490,https://img.pokemondb.net/artwork/large/electabuzz.jpg
126,126_0,Magmar,Magmar,,1,Fire,,Flame Body,,Vital Spirit,Ordinary,,,65,95,57,100,85,93,495,https://img.pokemondb.net/artwork/large/magmar.jpg
127,127_0,Pinsir,Pinsir,,1,Bug,,Hyper Cutter,Mold Breaker,Moxie,Ordinary,,,65,125,100,55,70,85,500,https://img.pokemondb.net/artwork/large/pinsir.jpg
127,127_1,Pinsir,Mega Pinsir,,1,Bug,Flying,Aerilate,,,Ordinary,Mega,,65,155,120,65,90,105,600,https://img.pokemondb.net/artwork/large/mega-pinsir.jpg
128,128_0,Tauros,Tauros,,1,Normal,,Intimidate,Anger Point,Sheer Force,Ordinary,,,75,100,95,40,70,110,490,https://img.pokemondb.net/artwork/large/tauros.jpg
128,128_1,Tauros,Paldean Tauros Combat Breed,,1,Fighting,,Intimidate,Anger Point,Cud Chew,Ordinary,,,75,110,105,30,70,100,490,https://img.pokemondb.net/artwork/large/paldean-tauros-combat-breed.jpg
128,128_2,Tauros,Paldean Tauros Blaze Breed,,9,Fighting,Fire,Intimidate,Anger Point,Cud Chew,Ordinary,,Paldean,75,110,105,30,70,100,490,https://img.pokemondb.net/artwork/large/paldean-tauros-blaze-breed.jpg
128,128_3,Tauros,Paldean Tauros Aqua Breed,,9,Fighting,Water,Intimidate,Anger Point,Cud Chew,Ordinary,,Paldean,75,110,105,30,70,100,490,https://img.pokemondb.net/artwork/large/paldean-tauros-aqua-breed.jpg
129,129_0,Magikarp,Magikarp,,1,Water,,Swift Swim,,Rattled,Ordinary,,,20,10,55,15,20,80,200,https://img.pokemondb.net/artwork/large/magikarp.jpg
130,130_0,Gyarados,Gyarados,,1,Water,Flying,Intimidate,,Moxie,Ordinary,,,95,125,79,60,100,81,540,https://img.pokemondb.net/artwork/large/gyarados.jpg
130,130_1,Gyarados,Mega Gyarados,Gyarados-Mega,6,Water,Dark,Mold Breaker,,,Ordinary,Mega,,95,155,109,70,130,81,640,https://img.pokemondb.net/artwork/large/mega-gyarados.jpg
131,131_0,Lapras,Lapras,,1,Water,Ice,Water Absorb,Shell Armor,Hydration,Ordinary,,,130,85,80,85,95,60,535,https://img.pokemondb.net/artwork/large/lapras.jpg
132,132_0,Ditto,Ditto,,1,Normal,,Limber,,Imposter,Ordinary,,,48,48,48,48,48,48,288,https://img.pokemondb.net/artwork/large/ditto.jpg
133,133_0,Eevee,Eevee,,1,Normal,,Run Away,Adaptability,Anticipation,Ordinary,,,55,55,50,45,65,55,325,https://img.pokemondb.net/artwork/large/eevee.jpg
134,134_0,Vaporeon,Vaporeon,,1,Water,,Water Absorb,,Hydration,Ordinary,,,130,65,60,110,95,65,525,https://img.pokemondb.net/artwork/large/vaporeon.jpg
135,135_0,Jolteon,Jolteon,,1,Electric,,Volt Absorb,,Quick Feet,Ordinary,,,65,65,60,110,95,130,525,https://img.pokemondb.net/artwork/large/jolteon.jpg
136,136_0,Flareon,Flareon,,1,Fire,,Flash Fire,,Guts,Ordinary,,,65,130,60,95,110,65,525,https://img.pokemondb.net/artwork/large/flareon.jpg
137,137_0,Porygon,Porygon,,1,Normal,,Trace,Download,Analytic,Ordinary,,,65,60,70,85,75,40,395,https://img.pokemondb.net/artwork/large/porygon.jpg
138,138_0,Omanyte,Omanyte,,1,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Ordinary,,,35,40,100,90,55,35,355,https://img.pokemondb.net/artwork/large/omanyte.jpg
139,139_0,Omastar,Omastar,,1,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Ordinary,,,70,60,125,115,70,55,495,https://img.pokemondb.net/artwork/large/omastar.jpg
140,140_0,Kabuto,Kabuto,,1,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Ordinary,,,30,80,90,55,45,55,355,https://img.pokemondb.net/artwork/large/kabuto.jpg
141,141_0,Kabutops,Kabutops,,1,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Ordinary,,,60,115,105,65,70,80,495,https://img.pokemondb.net/artwork/large/kabutops.jpg
142,142_0,Aerodactyl,Aerodactyl,,1,Rock,Flying,Rock Head,Pressure,Unnerve,Ordinary,,,80,105,65,60,75,130,515,https://img.pokemondb.net/artwork/large/aerodactyl.jpg
142,142_1,Aerodactyl,Mega Aerodactyl,,1,Rock,Flying,Tough Claws,,,Ordinary,Mega,,80,135,85,70,95,150,615,https://img.pokemondb.net/artwork/large/mega-aerodactyl.jpg
143,143_0,Snorlax,Snorlax,,1,Normal,,Immunity,Thick Fat,Gluttony,Ordinary,,,160,110,65,65,110,30,540,https://img.pokemondb.net/artwork/large/snorlax.jpg
144,144_0,Articuno,Articuno,,1,Ice,Flying,Pressure,,Snow Cloak,Legendary,,,90,85,100,95,125,85,580,https://img.pokemondb.net/artwork/large/articuno.jpg
144,144_1,Articuno,Galarian Articuno,,8,Psychic,Flying,Competitive,,,Legendary,,Galarian,90,85,85,125,100,95,580,https://img.pokemondb.net/artwork/large/galarian-articuno.jpg
145,145_0,Zapdos,Zapdos,,1,Electric,Flying,Pressure,,Static,Legendary,,,90,90,85,125,90,100,580,https://img.pokemondb.net/artwork/large/zapdos.jpg
145,145_1,Zapdos,Galarian Zapdos,,8,Fighting,Flying,Defiant,,,Legendary,,Galarian,90,125,90,85,90,100,580,https://img.pokemondb.net/artwork/large/galarian-zapdos.jpg
146,146_0,Moltres,Moltres,,1,Fire,Flying,Pressure,,Flame Body,Legendary,,,90,100,90,125,85,90,580,https://img.pokemondb.net/artwork/large/moltres.jpg
146,146_1,Moltres,Galarian Moltres,,8,Dark,Flying,Berserk,,,Legendary,,Galarian,90,85,90,100,125,90,580,https://img.pokemondb.net/artwork/large/galarian-moltres.jpg
147,147_0,Dratini,Dratini,,1,Dragon,,Shed Skin,,Marvel Scale,Ordinary,,,41,64,45,50,50,50,300,https://img.pokemondb.net/artwork/large/dratini.jpg
148,148_0,Dragonair,Dragonair,,1,Dragon,,Shed Skin,,Marvel Scale,Ordinary,,,61,84,65,70,70,70,420,https://img.pokemondb.net/artwork/large/dragonair.jpg
149,149_0,Dragonite,Dragonite,,1,Dragon,Flying,Inner Focus,,Multiscale,Ordinary,,,91,134,95,100,100,80,600,https://img.pokemondb.net/artwork/large/dragonite.jpg
150,150_0,Mewtwo,Mewtwo,,1,Psychic,,Pressure,,Unnerve,Legendary,,,106,110,90,154,90,130,680,https://img.pokemondb.net/artwork/large/mewtwo.jpg
150,150_1,Mewtwo,Mega Mewtwo X,,1,Psychic,Fighting,Steadfast,,,Legendary,Mega,,106,190,100,154,100,130,780,https://img.pokemondb.net/artwork/large/mega-mewtwo-x.jpg
150,150_2,Mewtwo,Mega Mewtwo Y,,1,Psychic,,Insomnia,,,Legendary,Mega,,106,150,70,194,120,140,780,https://img.pokemondb.net/artwork/large/mega-mewtwo-y.jpg
151,151_0,Mew,Mew,,1,Psychic,,Synchronize,,,Mythical,,,100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/mew.jpg
152,152_0,Chikorita,Chikorita,,2,Grass,,Overgrow,,Leaf Guard,Ordinary,,,45,49,65,49,65,45,318,https://img.pokemondb.net/artwork/large/chikorita.jpg
153,153_0,Bayleef,Bayleef,,2,Grass,,Overgrow,,Leaf Guard,Ordinary,,,60,62,80,63,80,60,405,https://img.pokemondb.net/artwork/large/bayleef.jpg
154,154_0,Meganium,Meganium,,2,Grass,,Overgrow,,Leaf Guard,Ordinary,,,80,82,100,83,100,80,525,https://img.pokemondb.net/artwork/large/meganium.jpg
155,155_0,Cyndaquil,Cyndaquil,,2,Fire,,Blaze,,Flash Fire,Ordinary,,,39,52,43,60,50,65,309,https://img.pokemondb.net/artwork/large/cyndaquil.jpg
156,156_0,Quilava,Quilava,,2,Fire,,Blaze,,Flash Fire,Ordinary,,,58,64,58,80,65,80,405,https://img.pokemondb.net/artwork/large/quilava.jpg
157,157_0,Typhlosion,Typhlosion,,2,Fire,,Blaze,,Flash Fire,Ordinary,,,78,84,78,109,85,100,534,https://img.pokemondb.net/artwork/large/typhlosion.jpg
157,157_1,Typhlosion,Hisuian Typhlosion,,8,Fire,Ghost,Blaze,,Frisk,Ordinary,,Hisuian,73,84,78,119,85,95,534,https://img.pokemondb.net/artwork/large/hisuian-typhlosion.jpg
158,158_0,Totodile,Totodile,,2,Water,,Torrent,,Sheer Force,Ordinary,,,50,65,64,44,48,43,314,https://img.pokemondb.net/artwork/large/totodile.jpg
159,159_0,Croconaw,Croconaw,,2,Water,,Torrent,,Sheer Force,Ordinary,,,65,80,80,59,63,58,405,https://img.pokemondb.net/artwork/large/croconaw.jpg
160,160_0,Feraligatr,Feraligatr,,2,Water,,Torrent,,Sheer Force,Ordinary,,,85,105,100,79,83,78,530,https://img.pokemondb.net/artwork/large/feraligatr.jpg
161,161_0,Sentret,Sentret,,2,Normal,,Run Away,Keen Eye,Frisk,Ordinary,,,35,46,34,35,45,20,215,https://img.pokemondb.net/artwork/large/sentret.jpg
162,162_0,Furret,Furret,,2,Normal,,Run Away,Keen Eye,Frisk,Ordinary,,,85,76,64,45,55,90,415,https://img.pokemondb.net/artwork/large/furret.jpg
163,163_0,Hoothoot,Hoothoot,,2,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Ordinary,,,60,30,30,36,56,50,262,https://img.pokemondb.net/artwork/large/hoothoot.jpg
164,164_0,Noctowl,Noctowl,,2,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Ordinary,,,100,50,50,86,96,70,452,https://img.pokemondb.net/artwork/large/noctowl.jpg
165,165_0,Ledyba,Ledyba,,2,Bug,Flying,Swarm,Early Bird,Rattled,Ordinary,,,40,20,30,40,80,55,265,https://img.pokemondb.net/artwork/large/ledyba.jpg
166,166_0,Ledian,Ledian,,2,Bug,Flying,Swarm,Early Bird,Iron Fist,Ordinary,,,55,35,50,55,110,85,390,https://img.pokemondb.net/artwork/large/ledian.jpg
167,167_0,Spinarak,Spinarak,,2,Bug,Poison,Swarm,Insomnia,Sniper,Ordinary,,,40,60,40,40,40,30,250,https://img.pokemondb.net/artwork/large/spinarak.jpg
168,168_0,Ariados,Ariados,,2,Bug,Poison,Swarm,Insomnia,Sniper,Ordinary,,,70,90,70,60,70,40,400,https://img.pokemondb.net/artwork/large/ariados.jpg
169,169_0,Crobat,Crobat,,2,Poison,Flying,Inner Focus,,Infiltrator,Ordinary,,,85,90,80,70,80,130,535,https://img.pokemondb.net/artwork/large/crobat.jpg
170,170_0,Chinchou,Chinchou,,2,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Ordinary,,,75,38,38,56,56,67,330,https://img.pokemondb.net/artwork/large/chinchou.jpg
171,171_0,Lanturn,Lanturn,,2,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Ordinary,,,125,58,58,76,76,67,460,https://img.pokemondb.net/artwork/large/lanturn.jpg
172,172_0,Pichu,Pichu,,2,Electric,,Static,,Lightning Rod,Ordinary,,,20,40,15,35,35,60,205,https://img.pokemondb.net/artwork/large/pichu.jpg
173,173_0,Cleffa,Cleffa,,2,Fairy,,Cute Charm,Magic Guard,Friend Guard,Ordinary,,,50,25,28,45,55,15,218,https://img.pokemondb.net/artwork/large/cleffa.jpg
174,174_0,Igglybuff,Igglybuff,,2,Normal,Fairy,Cute Charm,Competitive,Friend Guard,Ordinary,,,90,30,15,40,20,15,210,https://img.pokemondb.net/artwork/large/igglybuff.jpg
175,175_0,Togepi,Togepi,,2,Fairy,,Hustle,Serene Grace,Super Luck,Ordinary,,,35,20,65,40,65,20,245,https://img.pokemondb.net/artwork/large/togepi.jpg
176,176_0,Togetic,Togetic,,2,Fairy,Flying,Hustle,Serene Grace,Super Luck,Ordinary,,,55,40,85,80,105,40,405,https://img.pokemondb.net/artwork/large/togetic.jpg
177,177_0,Natu,Natu,,2,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Ordinary,,,40,50,45,70,45,70,320,https://img.pokemondb.net/artwork/large/natu.jpg
178,178_0,Xatu,Xatu,,2,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Ordinary,,,65,75,70,95,70,95,470,https://img.pokemondb.net/artwork/large/xatu.jpg
179,179_0,Mareep,Mareep,,2,Electric,,Static,,Plus,Ordinary,,,55,40,40,65,45,35,280,https://img.pokemondb.net/artwork/large/mareep.jpg
180,180_0,Flaaffy,Flaaffy,,2,Electric,,Static,,Plus,Ordinary,,,70,55,55,80,60,45,365,https://img.pokemondb.net/artwork/large/flaaffy.jpg
181,181_0,Ampharos,Ampharos,,2,Electric,,Static,,Plus,Ordinary,,,90,75,85,115,90,55,510,https://img.pokemondb.net/artwork/large/ampharos.jpg
181,181_1,Ampharos,Mega Ampharos,,2,Electric,Dragon,Mold Breaker,,,Ordinary,Mega,,90,95,105,165,110,45,610,https://img.pokemondb.net/artwork/large/mega-ampharos.jpg
182,182_0,Bellossom,Bellossom,,2,Grass,,Chlorophyll,,Healer,Ordinary,,,75,80,95,90,100,50,490,https://img.pokemondb.net/artwork/large/bellossom.jpg
183,183_0,Marill,Marill,,2,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,Ordinary,,,70,20,50,20,50,40,250,https://img.pokemondb.net/artwork/large/marill.jpg
184,184_0,Azumarill,Azumarill,,2,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,Ordinary,,,100,50,80,60,80,50,420,https://img.pokemondb.net/artwork/large/azumarill.jpg
185,185_0,Sudowoodo,Sudowoodo,,2,Rock,,Sturdy,Rock Head,Rattled,Ordinary,,,70,100,115,30,65,30,410,https://img.pokemondb.net/artwork/large/sudowoodo.jpg
186,186_0,Politoed,Politoed,,2,Water,,Water Absorb,Damp,Drizzle,Ordinary,,,90,75,75,90,100,70,500,https://img.pokemondb.net/artwork/large/politoed.jpg
187,187_0,Hoppip,Hoppip,,2,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Ordinary,,,35,35,40,35,55,50,250,https://img.pokemondb.net/artwork/large/hoppip.jpg
188,188_0,Skiploom,Skiploom,,2,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Ordinary,,,55,45,50,45,65,80,340,https://img.pokemondb.net/artwork/large/skiploom.jpg
189,189_0,Jumpluff,Jumpluff,,2,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Ordinary,,,75,55,70,55,95,110,460,https://img.pokemondb.net/artwork/large/jumpluff.jpg
190,190_0,Aipom,Aipom,,2,Normal,,Run Away,Pickup,Skill Link,Ordinary,,,55,70,55,40,55,85,360,https://img.pokemondb.net/artwork/large/aipom.jpg
191,191_0,Sunkern,Sunkern,,2,Grass,,Chlorophyll,Solar Power,Early Bird,Ordinary,,,30,30,30,30,30,30,180,https://img.pokemondb.net/artwork/large/sunkern.jpg
192,192_0,Sunflora,Sunflora,,2,Grass,,Chlorophyll,Solar Power,Early Bird,Ordinary,,,75,75,55,105,85,30,425,https://img.pokemondb.net/artwork/large/sunflora.jpg
193,193_0,Yanma,Yanma,,2,Bug,Flying,Speed Boost,Compound Eyes,Frisk,Ordinary,,,65,65,45,75,45,95,390,https://img.pokemondb.net/artwork/large/yanma.jpg
194,194_0,Wooper,Paldean Wooper,,9,Poison,Ground,Poison Point,Water Absorb,Unaware,Ordinary,,Paldean,55,45,45,25,25,15,210,https://img.pokemondb.net/artwork/large/paldean-wooper.jpg
194,194_1,Wooper,Wooper,,2,Water,Ground,Damp,Water Absorb,Unaware,Ordinary,,,55,45,45,25,25,15,210,https://img.pokemondb.net/artwork/large/wooper.jpg
195,195_0,Quagsire,Quagsire,,2,Water,Ground,Damp,Water Absorb,Unaware,Ordinary,,,95,85,85,65,65,35,430,https://img.pokemondb.net/artwork/large/quagsire.jpg
196,196_0,Espeon,Espeon,,2,Psychic,,Synchronize,,Magic Bounce,Ordinary,,,65,65,60,130,95,110,525,https://img.pokemondb.net/artwork/large/espeon.jpg
197,197_0,Umbreon,Umbreon,,2,Dark,,Synchronize,,Inner Focus,Ordinary,,,95,65,110,60,130,65,525,https://img.pokemondb.net/artwork/large/umbreon.jpg
198,198_0,Murkrow,Murkrow,,2,Dark,Flying,Insomnia,Super Luck,Prankster,Ordinary,,,60,85,42,85,42,91,405,https://img.pokemondb.net/artwork/large/murkrow.jpg
199,199_0,Slowking,Slowking,,2,Water,Psychic,Oblivious,Own Tempo,Regenerator,Ordinary,,,95,75,80,100,110,30,490,https://img.pokemondb.net/artwork/large/slowking.jpg
199,199_1,Slowking,Galarian Slowking,,8,Poison,Psychic,Curious Medicine,Own Tempo,Regenerator,Ordinary,,Galarian,95,65,80,110,110,30,490,https://img.pokemondb.net/artwork/large/galarian-slowking.jpg
200,200_0,Misdreavus,Misdreavus,,2,Ghost,,Levitate,,,Ordinary,,,60,60,60,85,85,85,435,https://img.pokemondb.net/artwork/large/misdreavus.jpg
201,201_0,Unown,Unown,,2,Psychic,,Levitate,,,Ordinary,,,48,72,48,72,48,48,336,https://img.pokemondb.net/artwork/large/unown.jpg
202,202_0,Wobbuffet,Wobbuffet,,2,Psychic,,Shadow Tag,,Telepathy,Ordinary,,,190,33,58,33,58,33,405,https://img.pokemondb.net/artwork/large/wobbuffet.jpg
203,203_0,Girafarig,Girafarig,,2,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,Ordinary,,,70,80,65,90,65,85,455,https://img.pokemondb.net/artwork/large/girafarig.jpg
204,204_0,Pineco,Pineco,,2,Bug,,Sturdy,,Overcoat,Ordinary,,,50,65,90,35,35,15,290,https://img.pokemondb.net/artwork/large/pineco.jpg
205,205_0,Forretress,Forretress,,2,Bug,Steel,Sturdy,,Overcoat,Ordinary,,,75,90,140,60,60,40,465,https://img.pokemondb.net/artwork/large/forretress.jpg
206,206_0,Dunsparce,Dunsparce,,2,Normal,,Serene Grace,Run Away,Rattled,Ordinary,,,100,70,70,65,65,45,415,https://img.pokemondb.net/artwork/large/dunsparce.jpg
207,207_0,Gligar,Gligar,,2,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,Ordinary,,,65,75,105,35,65,85,430,https://img.pokemondb.net/artwork/large/gligar.jpg
208,208_0,Steelix,Steelix,,2,Steel,Ground,Rock Head,Sturdy,Sheer Force,Ordinary,,,75,85,200,55,65,30,510,https://img.pokemondb.net/artwork/large/steelix.jpg
208,208_1,Steelix,Mega Steelix,,2,Steel,Ground,Sand Force,,,Ordinary,Mega,,75,125,230,55,95,30,610,https://img.pokemondb.net/artwork/large/mega-steelix.jpg
209,209_0,Snubbull,Snubbull,,2,Fairy,,Intimidate,Run Away,Rattled,Ordinary,,,60,80,50,40,40,30,300,https://img.pokemondb.net/artwork/large/snubbull.jpg
210,210_0,Granbull,Granbull,,2,Fairy,,Intimidate,Quick Feet,Rattled,Ordinary,,,90,120,75,60,60,45,450,https://img.pokemondb.net/artwork/large/granbull.jpg
211,211_0,Qwilfish,Qwilfish,,2,Water,Poison,Poison Point,Swift Swim,Intimidate,Ordinary,,,65,95,85,55,55,85,440,https://img.pokemondb.net/artwork/large/qwilfish.jpg
211,211_1,Qwilfish,Hisuian Qwilfish,,8,Dark,Poison,Poison Point,Swift Swim,Intimidate,Ordinary,,Hisuian,65,95,85,55,55,85,440,https://img.pokemondb.net/artwork/large/hisuian-qwilfish.jpg
212,212_0,Scizor,Scizor,,2,Bug,Steel,Swarm,Technician,Light Metal,Ordinary,,,70,130,100,55,80,65,500,https://img.pokemondb.net/artwork/large/scizor.jpg
212,212_1,Scizor,Mega Scizor,,2,Bug,Steel,Technician,,,Ordinary,Mega,,70,150,140,65,100,75,600,https://img.pokemondb.net/artwork/large/mega-scizor.jpg
213,213_0,Shuckle,Shuckle,,2,Bug,Rock,Sturdy,Gluttony,Contrary,Ordinary,,,20,10,230,10,230,5,505,https://img.pokemondb.net/artwork/large/shuckle.jpg
214,214_0,Heracross,Heracross,,2,Bug,Fighting,Swarm,Guts,Moxie,Ordinary,,,80,125,75,40,95,85,500,https://img.pokemondb.net/artwork/large/heracross.jpg
214,214_1,Heracross,Mega Heracross,,2,Bug,Fighting,Skill Link,,,Ordinary,Mega,,80,185,115,40,105,75,600,https://img.pokemondb.net/artwork/large/mega-heracross.jpg
215,215_0,Sneasel,Sneasel,,2,Dark,Ice,Inner Focus,Keen Eye,Pickpocket,Ordinary,,,55,95,55,35,75,115,430,https://img.pokemondb.net/artwork/large/sneasel.jpg
215,215_1,Sneasel,Hisuian Sneasel,,8,Fighting,Poison,Inner Focus,Keen Eye,Pickpocket,Ordinary,,Hisuian,55,95,55,35,75,115,430,https://img.pokemondb.net/artwork/large/hisuian-sneasel.jpg
216,216_0,Teddiursa,Teddiursa,,2,Normal,,Pickup,Quick Feet,Honey Gather,Ordinary,,,60,80,50,50,50,40,330,https://img.pokemondb.net/artwork/large/teddiursa.jpg
217,217_0,Ursaring,Ursaring,,2,Normal,,Guts,Quick Feet,Unnerve,Ordinary,,,90,130,75,75,75,55,500,https://img.pokemondb.net/artwork/large/ursaring.jpg
218,218_0,Slugma,Slugma,,2,Fire,,Magma Armor,Flame Body,Weak Armor,Ordinary,,,40,40,40,70,40,20,250,https://img.pokemondb.net/artwork/large/slugma.jpg
219,219_0,Magcargo,Magcargo,,2,Fire,Rock,Magma Armor,Flame Body,Weak Armor,Ordinary,,,60,50,120,90,80,30,430,https://img.pokemondb.net/artwork/large/magcargo.jpg
220,220_0,Swinub,Swinub,,2,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,Ordinary,,,50,50,40,30,30,50,250,https://img.pokemondb.net/artwork/large/swinub.jpg
221,221_0,Piloswine,Piloswine,,2,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,Ordinary,,,100,100,80,60,60,50,450,https://img.pokemondb.net/artwork/large/piloswine.jpg
222,222_0,Corsola,Corsola,,2,Water,Rock,Hustle,Natural Cure,Regenerator,Ordinary,,,65,55,95,65,95,35,410,https://img.pokemondb.net/artwork/large/corsola.jpg
222,222_1,Corsola,Galarian Corsola,,8,Ghost,,Weak Armor,,Cursed Body,Ordinary,,Galarian,60,55,100,65,100,30,410,https://img.pokemondb.net/artwork/large/galarian-corsola.jpg
223,223_0,Remoraid,Remoraid,,2,Water,,Hustle,Sniper,Moody,Ordinary,,,35,65,35,65,35,65,300,https://img.pokemondb.net/artwork/large/remoraid.jpg
224,224_0,Octillery,Octillery,,2,Water,,Suction Cups,Sniper,Moody,Ordinary,,,75,105,75,105,75,45,480,https://img.pokemondb.net/artwork/large/octillery.jpg
225,225_0,Delibird,Delibird,,2,Ice,Flying,Vital Spirit,Hustle,Insomnia,Ordinary,,,45,55,45,65,45,75,330,https://img.pokemondb.net/artwork/large/delibird.jpg
226,226_0,Mantine,Mantine,,2,Water,Flying,Swift Swim,Water Absorb,Water Veil,Ordinary,,,85,40,70,80,140,70,485,https://img.pokemondb.net/artwork/large/mantine.jpg
